id,Date,Count,Hour,Hotness,Humidity,Wind Speed,Visibility,Solar Radiation,Rainfall,Snowfall,Seasons,Holiday,Working Day
2758,25/04/2018,1066,9:00,284.7,32,2.88,1862,1.6,0,0,Spring,NO,YES
2759,09/11/2018,0,14:00,288,49,10.08,518,1.53,0,0,Autumn,NO,NO
2760,15/01/2018,74,2:00,276.6,65,3.24,959,0,0,0,Winter,NO,YES
2761,25/08/2018,2043,19:00,298.8,62,11.88,2000,0.27,0,0,Summer,NO,YES
2762,14/05/2018,1171,15:00,297,59,5.76,353,2.24,0,0,Spring,NO,YES
2763,03/02/2018,182,0:00,270.5,69,7.92,1366,0,0,0,Winter,NO,YES
2764,06/02/2018,87,1:00,262.1,36,11.88,2000,0,0,0,Winter,NO,YES
2765,11/06/2018,1629,7:00,292.1,59,3.96,2000,0.38,0,0,Summer,NO,YES
2766,30/12/2017,42,23:00,274.4,92,6.84,73,0,0,0,Winter,NO,YES
2767,24/11/2018,499,0:00,275.4,32,6.12,2000,0,0,0,Autumn,NO,YES
2768,15/01/2018,306,14:00,280.1,52,7.56,646,0.76,0,0,Winter,NO,YES
2769,01/06/2018,1421,7:00,291.1,64,2.16,923,0.47,0,0,Summer,NO,YES
2770,19/06/2018,1616,7:00,292.9,72,2.16,840,0.32,0,0,Summer,NO,YES
2771,12/08/2018,1225,18:00,306.4,49,5.76,1971,0.25,0,0,Summer,NO,YES
2772,03/07/2018,944,12:00,303.1,64,4.32,2000,2.54,0,0,Summer,NO,YES
2773,02/11/2018,1027,9:00,280,57,2.52,1553,0.79,0,0,Autumn,NO,YES
2774,18/12/2017,128,23:00,273.1,81,10.44,551,0,0,2.6,Winter,NO,YES
2775,04/08/2018,1377,21:00,302.2,73,6.84,1933,0,0,0,Summer,NO,YES
2776,12/10/2018,412,6:00,278.8,67,3.96,2000,0,0,0,Autumn,NO,YES
2777,08/03/2018,100,9:00,276.4,90,5.4,386,0.21,0.5,0,Spring,NO,YES
2778,29/10/2018,771,10:00,282.6,43,6.48,1930,1.49,0,0,Autumn,NO,YES
2779,08/10/2018,1238,12:00,292.2,31,1.8,1994,2.4,0,0,Autumn,NO,YES
2780,04/07/2018,1191,9:00,300.4,68,1.8,1941,1.31,0,0,Summer,NO,YES
2781,04/11/2018,188,4:00,279.9,70,5.4,1314,0,0,0,Autumn,NO,YES
2782,18/09/2018,0,9:00,293.8,64,3.96,1205,1.13,0,0,Autumn,NO,NO
2783,28/06/2018,1158,12:00,300,68,7.2,1863,1.3,0,0,Summer,NO,YES
2784,05/02/2018,157,12:00,265.2,28,14.76,2000,2.12,0,0,Winter,NO,YES
2785,02/04/2018,1503,21:00,290.9,64,7.56,1652,0,0,0,Spring,NO,YES
2786,06/01/2018,214,21:00,270.5,47,2.88,1495,0,0,0,Winter,NO,YES
2787,24/02/2018,412,13:00,278.3,29,7.56,1007,2.08,0,0,Winter,NO,YES
2788,23/10/2018,876,23:00,284.2,78,1.8,802,0,0,0,Autumn,NO,YES
2789,01/04/2018,221,3:00,284.9,71,2.52,853,0,0,0,Spring,NO,YES
2790,06/08/2018,571,14:00,307,59,11.52,1180,1.98,0,0,Summer,NO,YES
2791,03/01/2018,294,20:00,269.1,44,9,2000,0,0,0,Winter,NO,YES
2792,22/08/2018,842,15:00,309.8,36,3.6,2000,2.46,0,0,Summer,NO,YES
2793,01/11/2018,433,6:00,275.9,75,0.72,1761,0,0,0,Autumn,NO,YES
2794,23/06/2018,1229,11:00,300.5,31,6.84,1841,2.7,0,0,Summer,NO,YES
2795,04/03/2018,9,23:00,281.7,91,10.44,957,0,0,0,Spring,NO,YES
2796,19/04/2018,125,4:00,281.3,53,3.96,1007,0,0,0,Spring,NO,YES
2797,29/09/2018,1892,14:00,299.2,33,6.48,2000,2.62,0,0,Autumn,NO,YES
2798,02/12/2017,262,2:00,270.1,86,5.4,1256,0,0,0,Winter,NO,YES
2799,07/02/2018,448,18:00,269,27,9,2000,0.16,0,0,Winter,NO,YES
2800,09/10/2018,0,6:00,283.8,69,2.88,2000,0,0,0,Autumn,YES,NO
2801,04/08/2018,304,4:00,302.5,60,4.32,1774,0,0,0,Summer,NO,YES
2802,21/07/2018,1731,21:00,303.2,54,6.48,2000,0,0,0,Summer,NO,YES
2803,24/11/2018,272,3:00,275.8,28,5.76,2000,0,0,0,Autumn,NO,YES
2804,01/07/2018,13,10:00,294.6,97,1.8,266,0.13,12,0,Summer,NO,YES
2805,11/01/2018,100,1:00,262.4,55,10.44,1987,0,0,0,Winter,NO,YES
2806,09/12/2017,291,9:00,268.3,48,3.6,1784,0.23,0,0,Winter,NO,YES
2807,23/08/2018,908,0:00,303.7,52,4.68,2000,0,0,0,Summer,NO,YES
2808,06/09/2018,1900,20:00,298.1,71,12.96,2000,0,0,0,Autumn,NO,YES
2809,19/10/2018,1331,22:00,285.3,65,6.12,2000,0,0,0,Autumn,NO,YES
2810,07/02/2018,320,17:00,270.7,20,7.92,1994,0.77,0,0,Winter,NO,YES
2811,05/02/2018,115,23:00,262.5,47,10.08,1794,0,0,0,Winter,NO,YES
2812,04/03/2018,118,1:00,281.3,91,0.36,282,0,0,0,Spring,NO,YES
2813,08/11/2018,56,9:00,283.6,94,7.56,739,0.06,2,0,Autumn,NO,YES
2814,14/10/2018,1948,15:00,293.1,32,8.64,1893,2,0,0,Autumn,NO,YES
2815,16/06/2018,317,4:00,289.9,63,3.6,2000,0,0,0,Summer,NO,YES
2816,10/04/2018,133,21:00,290.5,70,26.28,1634,0,0.5,0,Spring,NO,YES
2817,06/12/2017,222,22:00,274.3,92,2.16,233,0,0,1,Winter,NO,YES
2818,08/07/2018,460,3:00,291.8,56,4.32,2000,0,0,0,Summer,NO,YES
2819,07/08/2018,1059,7:00,300,69,2.88,2000,0.23,0,0,Summer,NO,YES
2820,20/10/2018,386,3:00,282.5,77,1.44,1611,0,0,0,Autumn,NO,YES
2821,21/08/2018,848,12:00,298.7,74,12.24,1951,1.16,0,0,Summer,NO,YES
2822,24/01/2018,50,2:00,257.8,32,11.16,2000,0,0,0.9,Winter,NO,YES
2823,14/02/2018,129,2:00,274.2,64,3.24,1680,0,0,0,Winter,NO,YES
2824,21/11/2018,97,4:00,279.7,87,4.32,580,0,0,0,Autumn,NO,YES
2825,07/05/2018,170,5:00,287.2,85,1.8,1412,0,0,0,Spring,NO,YES
2826,26/08/2018,600,2:00,295.1,84,2.16,2000,0,0,0,Summer,NO,YES
2827,25/12/2017,32,5:00,269.3,51,9.36,2000,0,0,0,Winter,YES,YES
2828,27/06/2018,1084,7:00,292.3,98,3.6,188,0.06,0,0,Summer,NO,YES
2829,18/09/2018,0,5:00,290.9,77,1.8,1658,0,0,0,Autumn,NO,NO
2830,30/07/2018,2016,19:00,308.2,43,3.24,2000,0.42,0,0,Summer,NO,YES
2831,19/12/2017,174,11:00,269.5,35,7.92,1742,0.87,0,2.5,Winter,NO,YES
2832,06/09/2018,1049,13:00,301,52,8.28,1642,1.85,0,0,Autumn,NO,YES
2833,05/12/2017,62,3:00,266.1,39,7.2,2000,0,0,0,Winter,NO,YES
2834,28/08/2018,411,11:00,298.9,79,6.12,1900,0.9,0,0,Summer,NO,YES
2835,28/04/2018,672,1:00,285.7,74,6.48,392,0,0,0,Spring,NO,YES
2836,21/01/2018,340,14:00,278.4,18,4.32,1923,0.96,0,0,Winter,NO,YES
2837,23/04/2018,41,1:00,283.6,87,8.28,1523,0,0.1,0,Spring,NO,YES
2838,26/04/2018,1084,13:00,293.6,30,8.64,1048,2.67,0,0,Spring,NO,YES
2839,21/06/2018,2370,8:00,294.4,65,6.84,821,1.15,0,0,Summer,NO,YES
2840,27/08/2018,47,6:00,293.6,98,2.52,626,0,1,0,Summer,NO,YES
2841,07/01/2018,265,13:00,274.4,34,2.88,1394,0.5,0,0,Winter,NO,YES
2842,28/10/2018,544,11:00,282.4,86,4.32,1220,0.75,0,0,Autumn,NO,YES
2843,27/02/2018,62,4:00,273.9,46,2.88,1140,0,0,0,Winter,NO,YES
2844,20/05/2018,1846,20:00,292,26,5.4,2000,0.02,0,0,Spring,NO,YES
2845,15/05/2018,182,5:00,288.7,76,2.16,330,0,0,0,Spring,NO,YES
2846,06/11/2018,0,9:00,283.1,68,0.72,578,0.33,0,0,Autumn,NO,NO
2847,18/07/2018,762,14:00,305.7,49,5.4,765,2.62,0,0,Summer,NO,YES
2848,23/10/2018,1294,16:00,289.1,70,4.68,898,0.83,0,0,Autumn,NO,YES
2849,19/05/2018,1780,21:00,292.5,34,4.68,2000,0,0,0,Spring,NO,YES
2850,30/06/2018,858,12:00,298.2,94,10.08,166,0.39,6.4,0,Summer,NO,YES
2851,22/11/2018,848,7:00,272,43,6.48,2000,0,0,0,Autumn,NO,YES
2852,05/11/2018,1100,15:00,291,39,3.6,1208,1.21,0,0,Autumn,NO,YES
2853,24/02/2018,259,10:00,273.8,60,10.44,497,0.71,0,0,Winter,NO,YES
2854,18/11/2018,1047,15:00,282.6,34,5.76,1806,0.73,0,0,Autumn,NO,YES
2855,07/09/2018,988,11:00,296.8,51,12.6,1970,2.62,0,0,Autumn,NO,YES
2856,01/05/2018,1898,17:00,295,65,8.64,589,0.47,0,0,Spring,YES,YES
2857,14/12/2017,621,8:00,262.6,54,3.96,1432,0.01,0,0,Winter,NO,YES
2858,07/08/2018,619,1:00,301.2,68,3.24,2000,0,0,0,Summer,NO,YES
2859,18/08/2018,316,4:00,295.6,55,5.04,2000,0,0,0,Summer,NO,YES
2860,26/03/2018,819,16:00,290.7,33,12.24,897,1.96,0,0,Spring,NO,YES
2861,04/09/2018,822,10:00,296.1,73,11.16,2000,2.24,0,0,Autumn,NO,YES
2862,20/10/2018,1407,19:00,287.6,48,6.84,1998,0,0,0,Autumn,NO,YES
2863,22/06/2018,2283,8:00,294.9,58,4.32,771,1.29,0,0,Summer,NO,YES
2864,09/12/2017,431,13:00,276.9,36,7.2,1702,1.13,0,0,Winter,NO,YES
2865,16/11/2018,1956,18:00,282.9,74,9.36,492,0,0,0,Autumn,NO,YES
2866,14/08/2018,699,12:00,306.9,49,5.4,1841,1.91,0,0,Summer,NO,YES
2867,24/05/2018,1078,13:00,296.3,35,13.32,1874,3.28,0,0,Spring,NO,YES
2868,29/01/2018,135,10:00,263.5,28,13.32,1893,0.59,0,0,Winter,NO,YES
2869,31/07/2018,584,6:00,300.9,63,1.8,2000,0.01,0,0,Summer,NO,YES
2870,13/04/2018,1095,12:00,291.2,15,5.76,2000,2.27,0,0,Spring,NO,YES
2871,02/02/2018,102,2:00,267.3,59,1.08,1951,0,0,0,Winter,NO,YES
2872,04/10/2018,0,2:00,287,73,1.8,1992,0,0,0,Autumn,NO,NO
2873,24/10/2018,164,5:00,281.5,87,4.32,1046,0,0,0,Autumn,NO,YES
2874,15/03/2018,204,12:00,286.3,97,10.44,771,0.19,2,0,Spring,NO,YES
2875,28/11/2018,434,1:00,277.9,26,9.36,992,0,0,0,Autumn,NO,YES
2876,14/12/2017,382,17:00,270.1,31,2.16,1723,0.09,0,0,Winter,NO,YES
2877,18/04/2018,987,9:00,284.2,31,6.12,1299,1.59,0,0,Spring,NO,YES
2878,12/05/2018,34,16:00,286.8,97,2.52,196,0.12,1.5,0,Spring,NO,YES
2879,12/08/2018,707,23:00,301.7,81,1.44,1586,0,0,0,Summer,NO,YES
2880,17/03/2018,193,7:00,273.5,64,2.88,2000,0.01,0,0,Spring,NO,YES
2881,29/01/2018,177,15:00,267.8,27,16.2,1927,1.06,0,0,Winter,NO,YES
2882,02/09/2018,179,5:00,293.6,65,3.96,2000,0,0,0,Autumn,NO,YES
2883,10/02/2018,235,11:00,275.6,62,10.44,294,1.12,0,0,Winter,NO,YES
2884,12/10/2018,168,4:00,279.2,71,3.96,2000,0,0,0,Autumn,NO,YES
2885,22/09/2018,925,10:00,294.8,67,6.84,878,1.88,0,0,Autumn,NO,YES
2886,15/07/2018,632,2:00,298.1,85,3.96,1379,0,0,0,Summer,NO,YES
2887,24/02/2018,379,18:00,276.5,30,10.44,1726,0.31,0,0,Winter,NO,YES
2888,14/10/2018,1377,19:00,288.1,60,10.44,1979,0,0,0,Autumn,NO,YES
2889,21/11/2018,825,22:00,277.6,48,7.92,1782,0,0,0,Autumn,NO,YES
2890,13/02/2018,295,15:00,276.7,40,19.08,1950,1.96,0,0,Winter,NO,YES
2891,16/10/2018,1216,7:00,283.2,68,1.44,1493,0,0,0,Autumn,NO,YES
2892,26/06/2018,24,13:00,293.5,97,4.32,338,0.11,14.5,0,Summer,NO,YES
2893,27/06/2018,164,2:00,292.6,97,9.36,201,0,0.4,0,Summer,NO,YES
2894,27/01/2018,25,5:00,257.6,45,2.88,2000,0,0,0.3,Winter,NO,YES
2895,01/06/2018,1093,13:00,302.4,33,7.92,1535,3.3,0,0,Summer,NO,YES
2896,13/07/2018,760,1:00,297.8,89,3.24,1555,0,0,0,Summer,NO,YES
2897,21/05/2018,467,6:00,284.4,0,3.24,2000,0.03,0,0,Spring,NO,YES
2898,02/02/2018,379,19:00,272.5,43,9,1666,0,0,0,Winter,NO,YES
2899,08/12/2017,387,7:00,266.5,57,2.88,1776,0,0,0,Winter,NO,YES
2900,26/04/2018,1447,21:00,286.4,60,7.92,1517,0,0,0,Spring,NO,YES
2901,11/10/2018,1233,7:00,279.3,65,3.6,2000,0.01,0,0,Autumn,NO,YES
2902,08/01/2018,353,16:00,276.5,36,6.12,1702,0.16,0,0,Winter,NO,YES
2903,18/12/2017,148,21:00,275.8,73,8.64,831,0,0,2.6,Winter,NO,YES
2904,06/05/2018,1016,23:00,288.9,83,2.16,2000,0,0,0,Spring,NO,YES
2905,08/01/2018,77,2:00,273.8,42,1.8,1275,0,0,0,Winter,NO,YES
2906,19/01/2018,331,21:00,273.5,52,2.88,1595,0,0,0,Winter,NO,YES
2907,24/10/2018,1556,20:00,286.1,63,1.44,2000,0,0,0,Autumn,NO,YES
2908,02/10/2018,0,23:00,287.8,68,0.36,1994,0,0,0,Autumn,NO,NO
2909,26/09/2018,594,1:00,289.6,53,6.12,2000,0,0,0,Autumn,NO,YES
2910,09/06/2018,732,2:00,292.4,84,2.52,382,0,0,0,Summer,NO,YES
2911,21/09/2018,23,6:00,290.6,95,6.12,974,0,1.5,0,Autumn,NO,YES
2912,02/01/2018,186,23:00,269.2,35,8.28,2000,0,0,0,Winter,NO,YES
2913,18/03/2018,152,7:00,278.5,58,3.6,937,0,0,0,Spring,NO,YES
2914,08/05/2018,1726,20:00,288.8,47,6.48,2000,0.01,0,0,Spring,NO,YES
2915,17/10/2018,239,3:00,283.2,80,1.08,1191,0,0,0,Autumn,NO,YES
2916,26/07/2018,355,3:00,300.7,76,0.72,1376,0,0,0,Summer,NO,YES
2917,27/01/2018,57,7:00,257.3,53,4.68,1629,0,0,0.3,Winter,NO,YES
2918,17/05/2018,102,16:00,295.9,95,1.44,385,0.31,0,0,Spring,NO,YES
2919,11/03/2018,171,2:00,277.7,78,5.4,466,0,0,0,Spring,NO,YES
2920,21/12/2017,189,1:00,271.2,90,5.76,263,0,0,2.2,Winter,NO,YES
2921,16/05/2018,52,5:00,295.3,87,2.16,399,0,0,0,Spring,NO,YES
2922,24/03/2018,403,0:00,277.7,46,6.12,746,0,0,0,Spring,NO,YES
2923,19/04/2018,281,2:00,281.8,49,2.52,1272,0,0,0,Spring,NO,YES
2924,03/04/2018,163,5:00,289.9,73,5.76,1275,0,0,0,Spring,NO,YES
2925,10/05/2018,0,12:00,292.8,49,8.28,1320,3.17,0,0,Spring,NO,NO
2926,10/03/2018,91,4:00,273.9,81,2.16,620,0,0,0,Spring,NO,YES
2927,09/08/2018,1075,23:00,300.3,81,0,1287,0,0,0,Summer,NO,YES
2928,25/09/2018,2033,17:00,295.9,33,5.04,2000,0.83,0,0,Autumn,YES,YES
2929,07/05/2018,1717,21:00,292.6,64,5.4,1297,0,0,0,Spring,NO,YES
2930,30/12/2017,162,8:00,272.6,78,1.8,249,0,0,0,Winter,NO,YES
2931,22/09/2018,215,6:00,291.4,95,0.36,752,0,0,0,Autumn,NO,YES
2932,06/02/2018,59,2:00,261.8,36,10.44,1981,0,0,0,Winter,NO,YES
2933,09/05/2018,1324,15:00,294.2,35,10.44,1733,2.88,0,0,Spring,NO,YES
2934,05/10/2018,221,4:00,290.7,57,4.68,2000,0,0,0,Autumn,NO,YES
2935,23/12/2017,312,2:00,278.6,76,5.76,641,0,0,0,Winter,NO,YES
2936,17/03/2018,60,5:00,274,62,3.24,2000,0,0,0,Spring,NO,YES
2937,24/07/2018,926,9:00,304.7,59,3.6,1706,1.69,0,0,Summer,NO,YES
2938,21/07/2018,720,8:00,300.4,63,3.24,1043,1.03,0,0,Summer,NO,YES
2939,14/05/2018,121,4:00,284.9,94,4.68,210,0,0,0,Spring,NO,YES
2940,17/05/2018,69,6:00,291.9,98,1.08,338,0,0,0,Spring,NO,YES
2941,17/06/2018,2474,18:00,298,59,12.24,1324,0.54,0,0,Summer,NO,YES
2942,09/10/2018,0,8:00,284.4,66,2.88,1991,0.18,0,0,Autumn,YES,NO
2943,22/06/2018,413,3:00,292.3,85,5.76,345,0,0,0,Summer,NO,YES
2944,08/07/2018,1053,11:00,296.8,47,7.56,2000,2.59,0,0,Summer,NO,YES
2945,26/03/2018,575,14:00,290.4,39,10.44,520,2.7,0,0,Spring,NO,YES
2946,05/10/2018,23,22:00,289.2,92,9.36,1771,0,1.5,0,Autumn,NO,YES
2947,05/09/2018,3160,18:00,300,45,8.64,2000,0.77,0,0,Autumn,NO,YES
2948,26/06/2018,199,20:00,297.1,94,16.2,214,0,0.5,0,Summer,NO,YES
2949,12/11/2018,1189,21:00,281.5,50,1.8,1707,0,0,0,Autumn,NO,YES
2950,14/01/2018,213,21:00,276.1,58,1.44,936,0,0,0,Winter,NO,YES
2951,20/11/2018,955,9:00,275.3,43,4.32,1892,0.52,0,0,Autumn,NO,YES
2952,15/05/2018,1092,14:00,301.5,33,3.24,1348,2.51,0,0,Spring,NO,YES
2953,02/12/2017,334,10:00,272.6,57,5.76,1309,0.8,0,0,Winter,NO,YES
2954,16/12/2017,190,8:00,265.7,62,9.36,1112,0,0,0,Winter,NO,YES
2955,26/04/2018,452,6:00,283,72,2.88,1217,0.01,0,0,Spring,NO,YES
2956,12/09/2018,1087,14:00,299.9,45,5.76,2000,2.27,0,0,Autumn,NO,YES
2957,30/05/2018,507,0:00,292.1,84,5.76,540,0,0,0,Spring,NO,YES
2958,17/02/2018,145,20:00,270.9,38,7.2,2000,0,0,0,Winter,YES,YES
2959,07/06/2018,967,11:00,296.4,62,6.48,603,2.87,0,0,Summer,NO,YES
2960,05/06/2018,1111,12:00,301.2,35,4.32,1411,3.23,0,0,Summer,NO,YES
2961,03/10/2018,284,4:00,285.1,80,4.32,1834,0,0,0,Autumn,YES,YES
2962,07/09/2018,3154,18:00,297.4,34,8.64,2000,0.84,0,0,Autumn,NO,YES
2963,04/01/2018,123,2:00,265.7,57,7.2,1978,0,0,0,Winter,NO,YES
2964,03/08/2018,1471,8:00,304.8,55,4.68,1537,0.78,0,0,Summer,NO,YES
2965,14/11/2018,210,3:00,279.1,66,1.8,1347,0,0,0,Autumn,NO,YES
2966,07/05/2018,1665,13:00,296.7,44,6.12,1897,2.35,0,0,Spring,NO,YES
2967,01/08/2018,362,3:00,302.1,64,1.8,1997,0,0,0,Summer,NO,YES
2968,05/05/2018,1223,16:00,296.2,30,16.2,1787,1.49,0,0,Spring,NO,YES
2969,28/05/2018,1502,7:00,289.8,0,2.88,1387,0.36,0,0,Spring,NO,YES
2970,27/03/2018,278,1:00,281.7,70,3.24,398,0,0,0,Spring,NO,YES
2971,07/10/2018,2255,17:00,292.4,32,11.52,2000,0.63,0,0,Autumn,NO,YES
2972,21/05/2018,1785,8:00,288.3,30,4.68,2000,1.3,0,0,Spring,NO,YES
2973,31/05/2018,1550,16:00,300.3,38,10.44,1784,2.41,0,0,Spring,NO,YES
2974,24/02/2018,108,7:00,273.6,86,5.76,211,0,0,0,Winter,NO,YES
2975,28/11/2018,140,5:00,276,34,3.96,1032,0,0,0,Autumn,NO,YES
2976,18/08/2018,1398,16:00,304.8,33,7.56,2000,1.88,0,0,Summer,NO,YES
2977,06/05/2018,16,8:00,288.2,97,3.6,414,0.08,2,0,Spring,NO,YES
2978,16/02/2018,78,10:00,271.7,32,5.4,1933,1.24,0,0,Winter,YES,YES
2979,06/02/2018,392,18:00,265.4,36,11.88,2000,0.11,0,0,Winter,NO,YES
2980,15/05/2018,1640,22:00,298,59,2.16,742,0,0,0,Spring,NO,YES
2981,26/11/2018,718,13:00,284.7,50,5.04,609,1.74,0,0,Autumn,NO,YES
2982,01/04/2018,926,12:00,291,53,11.16,1350,1.53,0,0,Spring,NO,YES
2983,27/12/2017,262,7:00,262.9,38,8.28,2000,0,0,0,Winter,NO,YES
2984,11/09/2018,3222,18:00,297.7,45,2.52,2000,0.3,0,0,Autumn,NO,YES
2985,13/02/2018,328,16:00,276.9,41,14.4,1973,1.24,0,0,Winter,NO,YES
2986,27/03/2018,127,3:00,281.1,71,3.24,378,0,0,0,Spring,NO,YES
2987,25/01/2018,141,20:00,259.5,33,8.64,2000,0,0,0.5,Winter,NO,YES
2988,24/06/2018,286,4:00,293.5,90,2.88,223,0,0,0,Summer,NO,YES
2989,07/11/2018,798,13:00,287.5,74,4.68,610,0.75,0,0,Autumn,NO,YES
2990,17/08/2018,572,2:00,295.8,50,5.04,2000,0,0,0,Summer,NO,YES
2991,15/09/2018,934,9:00,295.7,72,4.32,2000,0.59,0,0,Autumn,NO,YES
2992,26/06/2018,19,9:00,293.3,96,3.96,143,0.06,6.5,0,Summer,NO,YES
2993,29/10/2018,436,6:00,277.7,76,2.16,2000,0,0,0,Autumn,NO,YES
2994,22/09/2018,1840,16:00,298.3,38,10.8,2000,1.88,0,0,Autumn,NO,YES
2995,13/06/2018,1934,22:00,294.6,66,4.32,1438,0,0,0,Summer,NO,YES
2996,27/03/2018,960,17:00,291.4,54,11.52,605,1.05,0,0,Spring,NO,YES
2997,27/02/2018,236,0:00,275.6,40,6.48,1095,0,0,0,Winter,NO,YES
2998,08/12/2017,354,13:00,271.3,28,6.48,1963,1.22,0,0,Winter,NO,YES
2999,31/03/2018,142,6:00,282.4,75,3.24,1117,0,0,0,Spring,NO,YES
3000,26/07/2018,774,15:00,306.1,58,6.84,882,0.87,0,0,Summer,NO,YES
3001,05/04/2018,47,11:00,280.1,93,9.36,697,0.19,0,0,Spring,NO,YES
3002,25/06/2018,199,4:00,294.8,82,2.52,702,0,0,0,Summer,NO,YES
3003,29/10/2018,815,13:00,283.4,49,9.72,2000,0.54,0,0,Autumn,NO,YES
3004,21/02/2018,171,0:00,271.6,28,12.24,1990,0,0,0,Winter,NO,YES
3005,12/07/2018,787,1:00,299.6,80,0,1485,0,0,0,Summer,NO,YES
3006,17/10/2018,961,11:00,288.5,25,9,1727,2.1,0,0,Autumn,NO,YES
3007,13/01/2018,106,10:00,267.5,72,2.52,1354,0.29,0,0.6,Winter,NO,YES
3008,09/03/2018,611,15:00,280.7,51,10.44,670,0.94,0,0,Spring,NO,YES
3009,19/04/2018,139,10:00,287.7,29,6.12,1070,2.07,0,0,Spring,NO,YES
3010,04/12/2017,338,14:00,273.1,27,16.2,2000,1.09,0,0,Winter,NO,YES
3011,04/06/2018,1249,15:00,298.5,43,10.44,1996,1.71,0,0,Summer,NO,YES
3012,01/05/2018,782,0:00,291.3,78,2.88,349,0,0,0,Spring,YES,YES
3013,24/09/2018,141,6:00,287.3,66,1.8,2000,0,0,0,Autumn,YES,YES
3014,23/06/2018,2262,20:00,297.6,65,7.56,1018,0.1,0,0,Summer,NO,YES
3015,03/06/2018,1393,13:00,302.4,24,9.72,1905,3.18,0,0,Summer,NO,YES
3016,22/04/2018,486,10:00,289.3,62,2.88,1639,0.27,0.3,0,Spring,NO,YES
3017,21/02/2018,469,17:00,276.1,14,13.32,2000,1,0,0,Winter,NO,YES
3018,20/12/2017,190,19:00,271.5,81,6.48,751,0,0,2.2,Winter,NO,YES
3019,01/02/2018,143,23:00,268.5,55,1.44,1908,0,0,0,Winter,NO,YES
3020,06/09/2018,1041,12:00,299.9,60,8.28,1592,1.67,0,0,Autumn,NO,YES
3021,05/10/2018,223,5:00,290.6,57,3.96,2000,0,0,0,Autumn,NO,YES
3022,08/01/2018,303,13:00,276,32,5.76,1518,0.38,0,0,Winter,NO,YES
3023,03/07/2018,1001,14:00,304,56,5.4,2000,1.47,0,0,Summer,NO,YES
3024,23/11/2018,470,0:00,272.7,41,11.16,2000,0,0,0,Autumn,NO,YES
3025,16/02/2018,169,13:00,276.5,17,11.52,1971,2.2,0,0,Winter,YES,YES
3026,21/12/2017,166,0:00,271.7,90,7.2,259,0,0,2.2,Winter,NO,YES
3027,12/03/2018,771,21:00,281.7,49,6.12,464,0,0,0,Spring,NO,YES
3028,11/03/2018,1154,14:00,284.6,20,9.72,1647,2.69,0,0,Spring,NO,YES
3029,20/12/2017,38,4:00,264.5,73,3.6,1723,0,0,2,Winter,NO,YES
3030,08/05/2018,2020,17:00,294.7,38,7.2,2000,1.17,0,0,Spring,NO,YES
3031,04/01/2018,417,19:00,270.3,39,5.04,1616,0,0,0,Winter,NO,YES
3032,06/03/2018,80,5:00,272.1,78,2.16,1687,0,0,0,Spring,NO,YES
3033,16/06/2018,1861,15:00,300.8,41,5.76,1851,2.89,0,0,Summer,NO,YES
3034,22/10/2018,110,4:00,283,62,2.16,1759,0,0,0,Autumn,NO,YES
3035,24/07/2018,1834,20:00,304.1,63,7.2,1542,0.06,0,0,Summer,NO,YES
3036,28/04/2018,1882,18:00,291.9,30,9.36,1995,1.05,0,0,Spring,NO,YES
3037,31/07/2018,1613,22:00,304.6,66,10.8,2000,0,0,0,Summer,NO,YES
3038,13/04/2018,112,4:00,282.7,29,6.48,2000,0,0,0,Spring,NO,YES
3039,28/07/2018,632,12:00,306.6,62,6.84,820,1.35,0,0,Summer,NO,YES
3040,13/10/2018,1652,13:00,291.3,33,6.84,1324,2.53,0,0,Autumn,NO,YES
3041,10/03/2018,497,11:00,278.7,58,8.28,700,2.08,0,0,Spring,NO,YES
3042,12/07/2018,1915,17:00,300.9,75,9,1643,0.75,0,0,Summer,NO,YES
3043,12/10/2018,1106,9:00,281.6,50,2.88,1785,1.13,0,0,Autumn,NO,YES
3044,29/09/2018,982,1:00,289.2,71,3.24,2000,0,0,0,Autumn,NO,YES
3045,05/12/2017,789,18:00,270.4,40,0,2000,0,0,0,Winter,NO,YES
3046,19/07/2018,1318,23:00,300.2,78,6.84,1601,0,0,0,Summer,NO,YES
3047,11/07/2018,76,5:00,297.5,97,1.8,229,0,0.5,0,Summer,NO,YES
3048,19/09/2018,0,12:00,297.9,51,4.32,1619,1.56,0,0,Autumn,NO,NO
3049,05/09/2018,376,3:00,293.2,77,1.44,2000,0,0,0,Autumn,NO,YES
3050,09/12/2017,546,16:00,277.4,33,5.76,1963,0.4,0,0,Winter,NO,YES
3051,28/12/2017,61,5:00,267.3,28,4.32,2000,0,0,0,Winter,NO,YES
3052,24/02/2018,298,11:00,275.2,50,8.64,608,1.1,0,0,Winter,NO,YES
3053,29/06/2018,133,5:00,295.1,97,1.8,152,0,1.5,0,Summer,NO,YES
3054,30/07/2018,1552,22:00,305.5,50,4.32,2000,0,0,0,Summer,NO,YES
3055,14/04/2018,43,10:00,280.7,94,3.6,685,0.28,1.5,0,Spring,NO,YES
3056,03/12/2017,303,23:00,276.9,90,4.68,194,0,0,0,Winter,NO,YES
3057,26/08/2018,243,6:00,293.4,88,2.16,1064,0,0,0,Summer,NO,YES
3058,01/12/2017,254,0:00,267.8,37,7.92,2000,0,0,0,Winter,NO,YES
